platform	source	api_name_status
fc	Minelvaton Saga - Ragon no Fukkatsu (Japan).zip	rom_name_not_in_api
fc	Mini-Putt (Japan).zip	rom_name_not_in_api
fc	Miracle Ropit's - 2100 Nen no Daibouken (Japan).zip	rom_name_not_in_api
fc	Mississippi Satsujin Jiken (Japan) (Rev 1).zip	rom_name_not_in_api
fc	Mito Koumon - Sekai Manyuu Ki (Japan).zip	rom_name_not_in_api
fc	Moai-kun (Japan).zip	rom_name_not_in_api
fc	Moero TwinBee - Cinnamon Hakase o Sukue! (Japan).zip	rom_name_not_in_api
fc	Moero!! Juudou Warriors (Japan).zip	rom_name_not_in_api
fc	Momotarou Densetsu (Japan).zip	rom_name_not_in_api
fc	Momotarou Dentetsu (Japan).zip	rom_name_not_in_api
fc	Money Game II, The - Kabutochou no Kiseki (Japan).zip	rom_name_not_in_api
fc	Mottomo Abunai Deka (Japan).zip	rom_name_not_in_api
fc	Moulin Rouge Senki - Melville no Honoo (Japan).zip	rom_name_not_in_api
fc	Mugen Senshi Valis (Japan).zip	rom_name_not_in_api
fc	Murder Club - Honkaku Mystery Adventure (Japan).zip	rom_name_not_in_api
fc	Musashi no Ken - Tadaima Shugyou Chuu (Japan).zip	rom_name_not_in_api
fc	Nagagutsu wo Haita Neko - Sekai Isshuu 80 Nichi Daibouken (Japan).zip	rom_name_not_in_api
fc	Namco Classic II (Japan).zip	rom_name_not_in_api
fc	Nangoku Shirei!! - Spy vs Spy (Japan).zip	rom_name_not_in_api
fc	Navy Blue (Japan).zip	rom_name_not_in_api
fc	Nekketsu Kakutou Densetsu (Japan).zip	rom_name_not_in_api
fc	Nekketsu Kouha Kunio-kun (Japan).zip	rom_name_not_in_api
fc	Nekketsu! Street Basket - Ganbare Dunk Heroes (Japan).zip	rom_name_not_in_api
fc	Ninja Crusaders - Ryuuga (Japan).zip	rom_name_not_in_api
fc	Ninja Hattori-kun - Ninja wa Syugyou de Gozaru no Maki (Japan).zip	rom_name_not_in_api
fc	Ninja Ryuuken Den (Japan).zip	rom_name_not_in_api
fc	Ninja Ryuuken Den II - Ankoku no Jashin Ken (Japan).zip	rom_name_not_in_api
fc	Ninja Ryuuken Den III - Yomi no Hakobune (Japan).zip	rom_name_not_in_api
fc	Ninja-kun - Ashura no Shou (Japan).zip	rom_name_not_in_api
fc	Ninja-kun - Majou no Bouken (Japan) (Rev 1).zip	rom_name_not_in_api
fc	Nobunaga no Yabou - Zenkoku Han (Japan).zip	rom_name_not_in_api
fc	Nuts & Milk (Japan) (En).zip	rom_name_not_in_api
fc	Oishinbo - Kyuukyoku no Menu Sanbon Shoubu (Japan).zip	rom_name_not_in_api
fc	Onyanko Town (Japan).zip	rom_name_not_in_api
fc	Osomatsu-kun - Back to the Me no Deppa no Maki (Japan).zip	rom_name_not_in_api
fc	Outlanders (Japan).zip	rom_name_not_in_api
fc	Over Horizon (Japan) (En).zip	rom_name_not_in_api
fc	Pac-Land (Japan).zip	rom_name_not_in_api
fc	Pac-Man (Japan).zip	rom_name_not_in_api
fc	Pachicom (Japan).zip	rom_name_not_in_api
fc	Pajama Hero - Nemo (Japan).zip	rom_name_not_in_api
fc	Palamedes (Japan).zip	rom_name_not_in_api
fc	Palamedes II - Star Twinkle, Hoshi no Mabataki (Japan).zip	rom_name_not_in_api
fc	Parallel World (Japan).zip	rom_name_not_in_api
fc	Penguin-kun Wars (Japan).zip	rom_name_not_in_api
fc	Perfect Bowling (Japan).zip	rom_name_not_in_api
fc	Perman (Japan).zip	rom_name_not_in_api
fc	Perman Part 2 - Himitsu Kessha Madoodan o Taose! (Japan).zip	rom_name_not_in_api
fc	Plasma Ball (Japan).zip	rom_name_not_in_api
fc	Pocket Zaurus - Juu Ouken no Nazo (Japan).zip	rom_name_not_in_api
fc	Popeye (Japan).zip	rom_name_not_in_api
fc	Power Soccer (Japan).zip	rom_name_not_in_api
fc	Puzznic (Japan).zip	rom_name_not_in_api
fc	Pyokotan no Daimeiro (Japan).zip	rom_name_not_in_api
fc	Quarth (Japan) (En).zip	rom_name_not_in_api
fc	Raid on Bungeling Bay (Japan) (En) (Rev 1).zip	rom_name_not_in_api
fc	Red Arremer II (Japan).zip	rom_name_not_in_api
fc	Rockman (Japan) (En).zip	rom_name_not_in_api
fc	Rockman 6 - Shijou Saidai no Tatakai!! (Japan).zip	rom_name_not_in_api
fc	Rough World (Japan).zip	rom_name_not_in_api
fc	Route-16 Turbo (Japan).zip	rom_name_not_in_api
fc	SD Gundam - Gundam Wars (Japan) (Datach).zip	rom_name_not_in_api
fc	SD Gundam Gaiden - Knight Gundam Monogatari 2 - Hikari no Knight (Japan).zip	rom_name_not_in_api
fc	SD Hero Soukessen - Taose! Aku no Gundan (Japan).zip	rom_name_not_in_api
fc	SD Keiji - Blader (Japan).zip	rom_name_not_in_api
fc	Saiyuuki World 2 - Tenjoukai no Majin (Japan).zip	rom_name_not_in_api
fc	Salad no Kuni no Tomato Hime (Japan).zip	rom_name_not_in_api
fc	Salamander (Japan).zip	rom_name_not_in_api
fc	Samsara Naga (Japan).zip	rom_name_not_in_api
fc	Sangokushi II - Haou no Tairiku (Japan).zip	rom_name_not_in_api
fc	Sanrio Carnival (Japan).zip	rom_name_not_in_api
fc	Sanrio Carnival 2 (Japan).zip	rom_name_not_in_api
fc	Sanrio Cup - Pon Pon Volley (Japan).zip	rom_name_not_in_api
fc	Sansuu 3 Nen - Keisan Game (Japan).zip	rom_name_not_in_api
fc	Satomi Hakkenden (Japan).zip	rom_name_not_in_api
fc	Satsui no Kaisou - Soft House Renzoku Satsujin Jiken (Japan).zip	rom_name_not_in_api
fc	Seikima II - Akuma no Gyakushuu! (Japan).zip	rom_name_not_in_api
fc	Shanghai II (Japan).zip	rom_name_not_in_api
fc	Shikinjou (Japan).zip	rom_name_not_in_api
fc	Shin Jinrui - The New Type (Japan).zip	rom_name_not_in_api
fc	Shinsenden (Japan).zip	rom_name_not_in_api
fc	Shogun (Japan).zip	rom_name_not_in_api
fc	Shounen Ashibe - Nepal Daibouken no Maki (Japan).zip	rom_name_not_in_api
fc	Shuffle Fight (Japan).zip	rom_name_not_in_api
fc	Silva Saga (Japan).zip	rom_name_not_in_api
fc	Sky Destroyer (Japan).zip	rom_name_not_in_api
fc	Sky Kid (Japan) (En).zip	rom_name_not_in_api
fc	Soccer (Japan, USA) (En).zip	rom_name_not_in_api
fc	Son Son (Japan) (En).zip	rom_name_not_in_api
fc	Soreike! Anpanman - Minna de Hiking Game! (Japan).zip	rom_name_not_in_api
fc	Space Harrier (Japan).zip	rom_name_not_in_api
fc	Space Hunter (Japan).zip	rom_name_not_in_api
fc	Spartan X (Japan) (En).zip	rom_name_not_in_api
fc	Spelunker 2 - Yuusha heno Chousen (Japan).zip	rom_name_not_in_api
fc	Splatterhouse - Wanpaku Graffiti (Japan).zip	rom_name_not_in_api
fc	Star Force (Japan).zip	rom_name_not_in_api
fc	Star Luster (Japan).zip	rom_name_not_in_api
fc	Star Wars - The Empire Strikes Back (Japan).zip	rom_name_not_in_api
fc	Stick Hunter - Exciting Ice Hockey (Japan).zip	rom_name_not_in_api
fc	Sukeban Deka 3 (Japan).zip	rom_name_not_in_api
fc	Summer Carnival '92 - Recca (Japan) (En).zip	rom_name_not_in_api
fc	Super Arabian (Japan) (En).zip	rom_name_not_in_api
fc	Super Chinese (Japan).zip	rom_name_not_in_api
fc	Super Dyna'mix Badminton (Japan).zip	rom_name_not_in_api
fc	Super Mario Bros. (Japan).zip	rom_name_not_in_api
fc	Super Mogura Tataki!! - Pokkun Moguraa (Japan).zip	rom_name_not_in_api
fc	Super Pitfall (Japan).zip	rom_name_not_in_api
fc	TM Network - Live in Power Bowl (Japan).zip	rom_name_not_in_api
fc	Tag Team Pro-Wrestling (Japan).zip	rom_name_not_in_api
fc	Taito Chase H.Q. (Japan).zip	rom_name_not_in_api
fc	Taiyou no Shinden (Japan).zip	rom_name_not_in_api
fc	Taiyou no Yuusha - Fighbird (Japan).zip	rom_name_not_in_api
fc	Taiyou no Yuusha Firebird (Japan).zip	rom_name_not_in_api
fc	Takahashi Meijin no Bouken-jima IV (Japan).zip	rom_name_not_in_api
fc	Tanigawa Kouji no Shougi Shinan II (Japan).zip	rom_name_not_in_api
fc	Tanigawa Kouji no Shougi Shinan III (Japan).zip	rom_name_not_in_api
fc	Tantei Jinguuji Saburou - Toki no Sugiyuku Mama ni (Japan).zip	rom_name_not_in_api
fc	Tao (Japan).zip	rom_name_not_in_api
fc	Tashiro Masashi no Princess ga Ippai (Japan).zip	rom_name_not_in_api
fc	Tatakae! Chou Robot Seimeitai Transformers - Convoy no Nazo (Japan).zip	rom_name_not_in_api
fc	Tatakae!! Rahmen Man - Sakuretsu Choujin 102 Gei (Japan).zip	rom_name_not_in_api
fc	Tatakai no Banka (Japan).zip	rom_name_not_in_api
fc	Tenchi o Kurau (Japan).zip	rom_name_not_in_api
fc	Tenchi wo Kurau II - Shokatsu Koumei Den (Japan).zip	rom_name_not_in_api
fc	Terra Cresta (Japan).zip	rom_name_not_in_api
fc	Tetris 2 + Bombliss (Japan) (En) (Rev 1).zip	rom_name_not_in_api
fc	Tetsudou Ou - Famicom Boardgame (Japan).zip	rom_name_not_in_api
fc	Tetsuwan Atom (Japan).zip	rom_name_not_in_api
fc	Thexder (Japan) (En).zip	rom_name_not_in_api
fc	Times of Lore (Japan).zip	rom_name_not_in_api
fc	Tiny Toon Adventures (Japan).zip	rom_name_not_in_api
fc	Tiny Toon Adventures 2 - Montana Land e Youkoso (Japan).zip	rom_name_not_in_api
fc	Titan (Japan).zip	rom_name_not_in_api
fc	Toki no Tabibito - Time Stranger (Japan).zip	rom_name_not_in_api
fc	Tokoro-san no Mamoru mo Semeru mo (Japan).zip	rom_name_not_in_api
fc	Tom & Jerry (Japan).zip	rom_name_not_in_api
fc	Tom Sawyer no Bouken (Japan).zip	rom_name_not_in_api
fc	Top Striker (Japan).zip	rom_name_not_in_api
fc	Totsuzen! Macchoman (Japan).zip	rom_name_not_in_api
fc	Twin Eagle (Japan) (En).zip	rom_name_not_in_api
fc	USA Ice Hockey in FC (Japan).zip	rom_name_not_in_api
fc	Ultima - Kyoufu no Exodus (Japan).zip	rom_name_not_in_api
fc	Ultima - Seija e no Michi (Japan).zip	rom_name_not_in_api
fc	Ultraman Club - Supokon Fight! (Japan) (Datach).zip	rom_name_not_in_api
fc	Ultraman Club 2 - Kaettekita Ultraman Club (Japan).zip	rom_name_not_in_api
fc	Ultraman Club 3 - Matamata Shutsugeki!! Ultra Kyoudai (Japan).zip	rom_name_not_in_api
fc	Ushio to Tora - Shinen no Taiyou (Japan).zip	rom_name_not_in_api
fc	Utsurun Desu. - Kawauso Hawaii e Iku (Japan).zip	rom_name_not_in_api
fc	Vegas Connection - Casino kara Ai o Komete (Japan).zip	rom_name_not_in_api
fc	Venus Senki - Back the City (Japan).zip	rom_name_not_in_api
fc	Viva! Las Vegas (Japan).zip	rom_name_not_in_api
fc	Volguard II (Japan) (En).zip	rom_name_not_in_api
fc	Volleyball (Japan) (FamicomBox).zip	rom_name_not_in_api
fc	Wagyan Land 2 (Japan).zip	rom_name_not_in_api
fc	Wai Wai World 2 - SOS!! Parsley Jou (Japan).zip	rom_name_not_in_api
fc	Wanpaku Kokkun no Gourmet World (Japan).zip	rom_name_not_in_api
fc	Warpman (Japan) (En).zip	rom_name_not_in_api
fc	White Lion Densetsu - Pyramid no Kanata ni (Japan).zip	rom_name_not_in_api
fc	Wily & Right no Rockboard - That's Paradise (Japan).zip	rom_name_not_in_api
fc	Wizardry (Japan).zip	rom_name_not_in_api
fc	Wizardry - Legacy of Llylgamyn (Japan).zip	rom_name_not_in_api
fc	Woody Poko (Japan).zip	rom_name_not_in_api
fc	World Grand-Prix - Pole to Finish (Japan).zip	rom_name_not_in_api
fc	Xevious (Japan) (En).zip	rom_name_not_in_api
fc	Yamamura Misa Suspense Series - Kyoto Zai-Tech Satsujin Jiken (Japan).zip	rom_name_not_in_api
fc	Yie Ar Kung-Fu (Japan) (En) (Rev 1.4).zip	rom_name_not_in_api
fc	Youkai Club (Japan).zip	rom_name_not_in_api
fc	Yousei Monogatari - Rod Land (Japan).zip	rom_name_not_in_api
fc	Yu Yu Hakusho - Bakutou Ankoku Bujutsukai (Japan) (Datach).zip	rom_name_not_in_api
fc	Zoids 2 - Zenebas no Gyakushuu (Japan).zip	rom_name_not_in_api
sfc	Acrobat Mission (Japan) (En).zip	rom_name_not_in_api
sfc	Aero Fighters (USA).zip	rom_name_not_in_api
sfc	Amazing Spider-Man, The - Lethal Foes (Japan).zip	rom_name_not_in_api
sfc	Appleseed - Prometheus no Shintaku (Japan).zip	rom_name_not_in_api
sfc	Arcus Spirits (Japan).zip	rom_name_not_in_api
sfc	Aretha (Japan).zip	rom_name_not_in_api
sfc	Axelay (Japan).zip	rom_name_not_in_api
sfc	Bahamut Lagoon (Japan).zip	rom_name_not_in_api
sfc	Battle Robot Retsuden (Japan).zip	rom_name_not_in_api
sfc	Battle Submarine (Japan).zip	rom_name_not_in_api
sfc	Battle Tycoon - Flash Hiders SFX (Japan) (Rev 1).zip	rom_name_not_in_api
sfc	Bishoujo Senshi Sailor Moon Sailor Stars - Fuwafuwa Panic 2 (Japan).zip	rom_name_not_in_api
sfc	Bomberman B-Daman (Japan).zip	rom_name_not_in_api
sfc	Chrono Trigger (Japan).zip	rom_name_not_in_api
sfc	Crayon Shin-chan - Nagagutsu Dobon!! (Japan).zip	rom_name_not_in_api
sfc	Cyborg 009 (Japan).zip	rom_name_not_in_api
sfc	Dark Half (Japan).zip	rom_name_not_in_api
sfc	Dark Kingdom (Japan).zip	rom_name_not_in_api
sfc	Doraemon 4 - Nobita to Tsuki no Oukoku (Japan).zip	rom_name_not_in_api
sfc	Energy Breaker (Japan).zip	rom_name_not_in_api
sfc	F-1 Grand Prix (Japan).zip	rom_name_not_in_api
sfc	F-1 Grand Prix - Part III (Japan).zip	rom_name_not_in_api
sfc	Final Fight 2 (USA).zip	rom_name_not_in_api
sfc	Finalset (Japan) (En).zip	rom_name_not_in_api
sfc	Front Mission - Gun Hazard (Japan) (VC).zip	rom_name_not_in_api
sfc	Front Mission Series - Gun Hazard (Japan).zip	rom_name_not_in_api
sfc	Fushigi no Dungeon.zip	rom_name_not_in_api
sfc	Galaxy Wars (Japan) (En).zip	rom_name_not_in_api
sfc	Ganbare Goemon 2 - Kiteretsu Shougun Magginesu (Japan) (VC).zip	rom_name_not_in_api
sfc	Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan).zip	rom_name_not_in_api
sfc	Ganbare Goemon Kirakira Douchuu - Boku ga Dancer ni Natta Wake (Japan).zip	rom_name_not_in_api
sfc	Gegege no Kitarou - Youkai Donjara (Japan).zip	rom_name_not_in_api
sfc	Gekisou Sentai Carranger - Zenkai! Racer Senshi (Japan).zip	rom_name_not_in_api
sfc	Ghost Chaser Densei (Japan).zip	rom_name_not_in_api
sfc	Great Battle Gaiden 2, The - Matsuri da Wasshoi (Japan).zip	rom_name_not_in_api
sfc	Great Battle IV, The (Japan).zip	rom_name_not_in_api
sfc	Great Battle V, The (Japan).zip	rom_name_not_in_api
sfc	Heiwa Pachinko World 3 (Japan).zip	rom_name_not_in_api
sfc	Illusion of Gaia (USA).zip	rom_name_not_in_api
sfc	Kamen Rider (Japan).zip	rom_name_not_in_api
sfc	Karura Ou (Japan).zip	rom_name_not_in_api
sfc	Magical Drop 2 (Japan).zip	rom_name_not_in_api
sfc	Magical Drop 2 - Bunka Housou Special Version (Japan).zip	rom_name_not_in_api
sfc	Mazinger Z (Japan).zip	rom_name_not_in_api
sfc	Metal Max 2 (Japan).zip	rom_name_not_in_api
sfc	Mickey to Donald - Magical Adventure 3 (Japan).zip	rom_name_not_in_api
sfc	Monopoly Game 2, The (Japan).zip	rom_name_not_in_api
sfc	Nintama Rantarou (Japan).zip	rom_name_not_in_api
sfc	Poi Poi Ninja World (Japan).zip	rom_name_not_in_api
sfc	Popeye - Ijiwaru Majo Sea Hag no Maki (Japan).zip	rom_name_not_in_api
sfc	Rendering Ranger R2 (Japan) (En).zip	rom_name_not_in_api
sfc	Rival Turf.zip	rom_name_not_in_api
sfc	Rockman & Forte (Japan).zip	rom_name_not_in_api
sfc	Rushing Beat Ran - Fukusei Toshi (Japan).zip	rom_name_not_in_api
sfc	SD Gundam G Next (Japan).zip	rom_name_not_in_api
sfc	SD Gundam G Next - Data Pack 2 (Japan).zip	rom_name_not_in_api
sfc	SD Gundam Generation - Axis Senki (Japan).zip	rom_name_not_in_api
sfc	SD Gundam Generation - Colony Kakutouki (Japan).zip	rom_name_not_in_api
sfc	SD Gundam Generation - Gryps Senki (Japan).zip	rom_name_not_in_api
sfc	SD Gundam Generation - Ichinen Sensouki (Japan).zip	rom_name_not_in_api
sfc	SD Gundam Generation - Zanscare Senki (Japan).zip	rom_name_not_in_api
sfc	SD Ultra Battle - Ultraman Densetsu (Japan).zip	rom_name_not_in_api
sfc	Same Game + Tengai Makyou Zero Jikei (Japan).zip	rom_name_not_in_api
sfc	Same Game + Tengai Makyou Zero Jikei - Data Pack (Japan).zip	rom_name_not_in_api
sfc	Slam Dunk.zip	rom_name_not_in_api
sfc	Snoopy Concert (Japan).zip	rom_name_not_in_api
sfc	Sonic Blast Man II Special Turbo (Japan) (Arcade Bootleg).zip	rom_name_not_in_api
sfc	Soul Blazer (USA).zip	rom_name_not_in_api
sfc	Super Bomberman - Panic Bomber World (Japan).zip	rom_name_not_in_api
sfc	Super Bomberman 2 - Caravan You Taikenban (Japan).zip	rom_name_not_in_api
sfc	Super Bomberman 5 - Caravan Event Ban (Japan).zip	rom_name_not_in_api
sfc	Super Bombliss (Japan) (En).zip	rom_name_not_in_api
sfc	Super Boss Gaiden (World) (v1.2).zip	rom_name_not_in_api
sfc	Super Famicom Box 4S Attraction (Japan).zip	rom_name_not_in_api
sfc	Super Famista 5 (Japan).zip	rom_name_not_in_api
sfc	Super Fire Pro Wrestling III - Final Bout (Japan).zip	rom_name_not_in_api
sfc	Super Fire Pro Wrestling X Premium.zip	rom_name_not_in_api
sfc	Super Genjin 2 (Japan).zip	rom_name_not_in_api
sfc	Super Metroid (Japan) (En,Ja) (Virtual Console, Switch Online).zip	rom_name_not_in_api
sfc	Super Robot Taisen EX (Japan).zip	rom_name_not_in_api
sfc	Tsuri Tarou (Japan).zip	rom_name_not_in_api
sfc	Undercover Cops (Japan).zip	rom_name_not_in_api
pce	- Counter Attack (Japan).zip	rom_name_not_in_api
pce	[BIOS] CD-ROM System (Japan) (v1.0).pce	rom_name_not_in_api
pce	[BIOS] Games Express CD Card (Japan).pce	rom_name_not_in_api
pce	[BIOS] Super CD-ROM System (Japan) (v3.0).pce	rom_name_not_in_api
pce	syscard3.pce	rom_name_not_in_api
pce	Aldynes - The Misson Code for Rage Crisis (Japan).zip	rom_name_not_in_api
pce	Dai Makai-Mura.zip	rom_name_not_in_api
pce	Daimakaimura (Japan).zip	rom_name_not_in_api
pce	Flying Trooper X-SERD Hisou Kihei (Japan) T+Eng v1 Nebulous.zip	rom_name_not_in_api
pce	Gomola Speed (Japan) (En).zip	rom_name_not_in_api
pce	Madou King Granzort (Japan).zip	rom_name_not_in_api
pce	Youkai Douchuuki (Japan).zip	rom_name_not_in_api
ps1	scph5501.bin	rom_name_not_in_api
ps1	Addie no Okurimono - To Moze from Addie (Japan).chd	rom_name_not_in_api
ps1	Aquanaut no Kyuujitsu (Japan).chd	rom_name_not_in_api
ps1	Aquanaut no Kyuujitsu 2 (Japan).chd	rom_name_not_in_api
ps1	Asonde AIUEO (Japan).chd	rom_name_not_in_api
ps1	Bishi Bashi Special 3 - Step Champ (Japan).chd	rom_name_not_in_api
ps1	Bokujou Monogatari - Harvest Moon (Japan).chd	rom_name_not_in_api
ps1	Brightis (Japan).chd	rom_name_not_in_api
ps1	CG Mukashi Banashi - Jiisan 2-do Bikkuri!! (Japan).chd	rom_name_not_in_api
ps1	Chippoke Ralph no Daibouken - The Adventure of Little Ralph (Japan).chd	rom_name_not_in_api
ps1	Classic Road (Japan).chd	rom_name_not_in_api
ps1	Clock Tower - The First Fear (Japan).chd	rom_name_not_in_api
ps1	Conveni Special, The - Mitsu no Sekai o Dokusen seyo (Japan).chd	rom_name_not_in_api
ps1	Cotton 100% (Japan).chd	rom_name_not_in_api
ps1	Cowboy Bebop (Japan).chd	rom_name_not_in_api
ps1	Crash Bandicoot Racing (Japan).chd	rom_name_not_in_api
ps1	Crazy Climber 2000 (Japan).chd	rom_name_not_in_api
ps1	Daibouken Deluxe - Haruka naru Umi (Japan).chd	rom_name_not_in_api
ps1	Daikoukai Jidai Gaiden (Japan).chd	rom_name_not_in_api
ps1	Daikoukai Jidai II (Japan).chd	rom_name_not_in_api
ps1	Daisenryaku - Player's Spirit (Japan).chd	rom_name_not_in_api
ps1	Dice de Chocobo (Japan).chd	rom_name_not_in_api
ps1	Digital Ehon Vol. 2 - Imadoki no Kaguya-hime (Japan).chd	rom_name_not_in_api
ps1	Digital Ehon Vol. 3 - Imadoki no Saru Kani (Japan).chd	rom_name_not_in_api
ps1	Digital Ehon Vol. 4 - Imadoki no Hanasaka Jiisan (Japan).chd	rom_name_not_in_api
ps1	Digital Ehon Vol. 5 - Imadoki no Urashima-tarou (Japan).chd	rom_name_not_in_api
ps1	Dokapon! Ikari no Tekken (Japan).chd	rom_name_not_in_api
ps1	Dragon Ball Z - Idainaru Dragon Ball Densetsu (Japan).chd	rom_name_not_in_api
ps1	Dragon Money (Japan).chd	rom_name_not_in_api
ps1	Druid - Yami e no Tsuisekisha (Japan).chd	rom_name_not_in_api
ps1	Elder Gate (Japan).chd	rom_name_not_in_api
ps1	Gaia Seed - Project Seed Trap (Japan).chd	rom_name_not_in_api
ps1	Gallop Racer (Japan).chd	rom_name_not_in_api
ps1	Gallop Racer 2000 (Japan).chd	rom_name_not_in_api
ps1	Gallop Racer 3 (Japan).chd	rom_name_not_in_api
ps1	Game de Hajimeru TOEIC Test - Mazu wa Nyuumon-hen 1500 (Japan).chd	rom_name_not_in_api
ps1	Genghis Khan - Aoki Ookami to Shiroki Mejika IV (Japan).chd	rom_name_not_in_api
ps1	Gotouchi Hello Kitty Sugoroku Monogatari (Japan).chd	rom_name_not_in_api
ps1	Gunbalina (Japan).chd	rom_name_not_in_api
ps1	Hokuto no Ken - Seikimatsu Kyuuseishu Densetsu (Japan).chd	rom_name_not_in_api
ps1	Honkaku Hanafuda (Japan).chd	rom_name_not_in_api
ps1	Hyper Olympic in Atlanta (Japan).chd	rom_name_not_in_api
ps1	Jouki Kikansha Unten Simulation - SL de Ikou! II (Japan).chd	rom_name_not_in_api
ps1	Kids Station - Crayon Shin-chan - Ora to Omoide Tsukuru zo! (Japan).chd	rom_name_not_in_api
ps1	Kids Station - Hello Kitty no Ouchi e Oide yo! (Japan).chd	rom_name_not_in_api
ps1	Kinniku Banzuke - Road to Sasuke (Japan).chd	rom_name_not_in_api
ps1	Kouryuu Sangoku Engi (Japan).chd	rom_name_not_in_api
ps1	Kowloon-jou (Japan).chd	rom_name_not_in_api
ps1	Kuru Kuru Cube (Japan).chd	rom_name_not_in_api
ps1	Libero Grande 2 (Japan).chd	rom_name_not_in_api
ps1	Medarot R (Japan).chd	rom_name_not_in_api
ps1	Metamor Panic - Doki Doki Youma Busters!! (Japan).chd	rom_name_not_in_api
ps1	Mini-Moni. Dice de Pyon! (Japan).chd	rom_name_not_in_api
ps1	Missland 2 (Japan).chd	rom_name_not_in_api
ps1	Mr. Prospector - Horiate-kun (Japan).chd	rom_name_not_in_api
ps1	Naniwa no Akindo - Futte Nanbo no Saikoro Jinsei (Japan).chd	rom_name_not_in_api
ps1	Nice Price Series Vol. 04 - Billiard King (Japan).chd	rom_name_not_in_api
ps1	Nice Price Series Vol. 07 - World Tournament Bowling (Japan).chd	rom_name_not_in_api
ps1	Nice Price Series Vol. 08 - Elemental Pinball (Japan).chd	rom_name_not_in_api
ps1	Nichibutsu Arcade Classics (Japan).chd	rom_name_not_in_api
ps1	Panekit - Infinitive Crafting Toy Case (Japan).chd	rom_name_not_in_api
ps1	Pastel Muses (Japan).chd	rom_name_not_in_api
ps1	Pikiinya! Excellent (Japan).chd	rom_name_not_in_api
ps1	Play de Oboeru Series 7 - Play de Oboeru TOEIC Test - Goku Deruderu 1700 (Japan).chd	rom_name_not_in_api
ps1	PlayStadium (Japan).chd	rom_name_not_in_api
ps1	Pocket MuuMuu (Japan).chd	rom_name_not_in_api
ps1	Pokeler DX - Pink (Japan).chd	rom_name_not_in_api
ps1	Prismaticallization (Japan).chd	rom_name_not_in_api
ps1	Restaurant Dream (Japan).chd	rom_name_not_in_api
ps1	Riot Stars (Japan).chd	rom_name_not_in_api
ps1	Shin Fortune Quest - Shokutaku no Kishi-tachi (Japan).chd	rom_name_not_in_api
ps1	Sid Meier's Civilization - Shin Sekai Shichidai Bunmei (Japan).chd	rom_name_not_in_api
ps1	Sno Pokeler (Japan).chd	rom_name_not_in_api
ps1	Soukyu Gurentai - Oubushustugeki (Japan).chd	rom_name_not_in_api
ps1	Soulmaster (Japan).chd	rom_name_not_in_api
ps1	Study Quest - Keisanjima no Daibouken (Japan).chd	rom_name_not_in_api
ps1	Super Price Series - Block & Switch (Japan).chd	rom_name_not_in_api
ps1	Super Robot Taisen Alpha (Japan).chd	rom_name_not_in_api
ps1	SuperLite 1500 Series - Battle Qix (Japan).chd	rom_name_not_in_api
ps1	SuperLite 1500 Series - Burn Out (Japan).chd	rom_name_not_in_api
ps1	SuperLite 1500 Series - Carnage Heart (Japan).chd	rom_name_not_in_api
ps1	SuperLite 1500 Series - Suudoku (Japan).chd	rom_name_not_in_api
ps1	SuperLite 1500 Series - Uno (Japan).chd	rom_name_not_in_api
ps1	Two-Tenkaku (Japan).chd	rom_name_not_in_api
ps1	Wolkenkratzer - Shinpan no Tou (Japan).chd	rom_name_not_in_api
ps1	World Never Island (Japan).chd	rom_name_not_in_api
ps1	World Neverland - Olerud Oukoku Monogatari (Japan).chd	rom_name_not_in_api
ps1	X2 - No Relief (Japan).chd	rom_name_not_in_api
ps1	Yoshimoto Muchicco Dai-kessen - Minami no Umi no Gorongo-tou (Japan).chd	rom_name_not_in_api
ps1	Yu-Gi-Oh! Monster Capsule Breed & Battle (Japan).chd	rom_name_not_in_api
ps1	Zera-chan Puzzle - Pitatto Pair (Japan).chd	rom_name_not_in_api
